.NET Daily Fact	http://www.seanco.com/	http://xmlme.com/WebServices	http://www.xmlme.com/WSDailyNet.asmx	kevinc@xmlme.com ; mau@xmlme.com	Random	SOAP 		None
Agile Bench	http://agilebench.com	http://agilebench.com/api/v1	http://agilebench.com/apidoc/	support@agilebench.com	Project Management	REST 		API Key
Agilefant	http://agilefant.com/	https://cloud.agilefant.com/<account name>/api/v1/	http://agilefant.com/api-documentation/	jarno@agilefant.org	Tasks	REST 		HTTP Basic Auth
Ahrefs	http://www.ahrefs.com	 http://apiv2.ahrefs.com/	https://ahrefs.com/api/	support@ahrefs.com	Backend	REST 		OAuth 2.0
Ai Applied Data Miner	http://ai-applied.nl/	http://api.ai-applied.nl/data_miner/data_summary/	https://ai-applied.squarespace.com/api-documentation	info@ai-applied.nl	Text	REST 		API Key
Ai Applied Language Detection	http://ai-applied.nl/	http://api.ai-applied.nl/api/demographics_api/	http://ai-applied.nl/language-detection-api/	info@ai-applied.nl	Language	HTTP 		API Key
Ai Applied Sentiment Analysis	https://ai-applied.nl/	http://api.ai-applied.nl/api/sentiment_api/	http://ai-applied.nl/api-documentation/2013/10/5/sentiment-analysis-api-document...	info@ai-applied.nl	Text	HTTP 		API Key
Ai Applied Text Extract	http://ai-applied.nl/	http://api.ai-applied.nl/api/text_extraction_api/	http://ai-applied.nl/text-extract-api/	info@ai-applied.nl	Text	HTTP 		API Key
Ai Applied Text Label	http://ai-applied.nl/	http://api.ai-applied.nl/api/text_label_api/	http://ai-applied.nl/text-label-api/	info@ai-applied.nl	Text	REST 		API Key
Airgram	http://www.airgramapp.com/	https://api.airgramapp.com/1/	http://www.airgramapp.com/api	hello@aircrunch.com	Messaging	HTTP 		HTTP Basic Authentication
Alameda County Service Provider	http://www.infoalamedacounty.org/	http://rest.infoalamedacounty.org/index.php/api/reentry/servicegroup	http://www.infoalamedacounty.org/index.php/Data/Data-Portal/Data-Feeds-APIs/Serv...	http://www.infoalamedacounty.org/index.php/contact/John-Garvey.html	Government	REST 		Public
AlchemyAPI	http://www.alchemyapi.com	http://access.alchemyapi.com	http://www.alchemyapi.com/developers/	general@alchemyapi.com	Tools	REST 		API Key
AlertGrid	http://alert-grid.com	http://hq.alert-grid.com/	http://alert-grid.com/documentation/	support@alert-grid.com	Telephony	REST 		API Key
Algorithms.io	http://www.algorithms.io/	http://v1.api.algorithms.io/	http://catalog.algorithms.io/pages/page/id/36	support@algorithms.io	Backend	REST 		API Key
Alianza	http://www.alianza.com	https://services.alianza.com:1701/4.0/	http://www.alianza.com/platform/	http://www.alianza.com/contact/contactus.aspx	Telephony	SOAP 		API Key
AlphaMail	http://www.amail.io	http://api.amail.io/	http://app.amail.io/#/docs/api/	info@amail.io	Email	REST 		API Key
ALTER Reflective	http://sing.ei.uvigo.es/	http://sing.ei.uvigo.es/ALTER/api/convert	http://sing.ei.uvigo.es/jarvest/	dgpena@uvigo.es	Science	REST 		Public
AlterGeo	http://altergeo.ru/	http://altergeo.ru/openapi/v1	http://altergeo.ru/open_api	info@altergeo.ru	Social	REST 		HTTP Basic Authentication
Amazon Queue Service	http://amazon.com	http://queue.amazonaws.com/doc/2006-04-01/QueueService.wsdl	http://aws.amazon.com/sqs/	webservices@amazon.com	Messaging	SOAP 		API Key, Queue level access control
Amazon Route 53	http://aws.amazon.com/	https://route53.amazonaws.com/	http://aws.amazon.com/route53/	info@amazon.com	Networking	REST 		API Key
Amazon SNS	http://www.amazon.com	Varies by region: http://docs.amazonwebservices.com/general/latest/gr/index.html?rande.html	http://aws.amazon.com/sns/	https://aws-portal.amazon.com/gp/aws/html-forms-controller/contactus/aws-account-and-billing	Messaging	SOAP 		AWS API key
Ambassador	https://getambassador.com/	https://getambassador.com/api	https://getambassador.com/api	support@getambassador.com	Social	HTTP 		URI
AMEE	http://www.amee.com	http://live.amee.com	https://www.amee.com/pages/api	help@amee.com	Science	REST 		Username and password
American Bible Society BibleSearch	http://www.americanbible.org/	https://biblesearch.americanbible.org/	http://bibles.org/pages/api	digitalministry@americanbible.org	Reference	REST 		API Key
Amplify	http://www.openamplify.com	http://portaltnx.openamplify.com/AmplifyWeb/AmplifyThis	http://www.openamplify.com/insights	sales@openamplify.com	Semantics	REST 		API key
Amplitude	https://amplitude.com	https://amplitude.com/api/1/	https://amplitude.com/docs	contact@amplitude.com	Tools	REST 		API Key
Anedot	https://anedot.com/	https://api.anedot.com/{version}	http://www.anedot.com/api/v2/	info@anedot.com	Payments	REST 		HTTP Basic Authentication
Animetrics Face Recognition	http://animetrics.com/	http://api.animetrics.com/v1/	http://api.animetrics.com	api@animetrics.com	Tools	HTTP 		API Key
Anniversarator	http://anniversarator.com/	http://anniversarator.com/?t=	http://anniversarator.com/service/	webmaster@anniversarator.com	Calendars	REST 		Public
API O MAT	http://www.apiomat.com/	https://apiomat.org/yambas/rest/apps/&amp;lt;APPNAME&amp;gt;	http://apiomat.org/apidocs/index.html	info@apiomat.com	Backend	REST 		API Key, User-Password-Auth, HTTP Basic Authtification over SSL
APICoin	https://apicoin.io	https://apicoin.io/api/v1/doc/	APICoin	admin@apicoin.io	Bitcoin	REST 		API Key
APICoin BlockExplorer	https://apicoin.io	https://apicoin.io/api/q/doc/	APICoin BlockExplorer	admin@apicoin.io	Bitcoin	REST 		API Key
Apicultur Word Lemmatizer	http://www.apicultur.com/	http://store.apicultur.com/api/lematiza-clasico/1.0.0	https://store.apicultur.com/apis/info?name=LematizadorClasico&amp;version=1.0.0&amp;prov...	admin@apicultur.com	Tools	REST 		API Key, OAuth
App Annie	http://www.appannie.com/	https://api.appannie.com/	http://support.appannie.com/categories/20082753-Analytics-API	contact@appannie.com	Enterprise	REST 		API Key
App.net	https://join.app.net/	https://alpha-api.app.net	https://join.app.net/	support@app.net	Social	REST 		OAuth2 SSL
Appcelerator	http://www.appcelerator.com/	https://api.cloud.appcelerator.com/v1/	http://docs.appcelerator.com/titanium/2.0/	info@appcelerator.com	Backend	REST 		API Key
AppDirect	http://www.appdirect.com/	https://www.appdirect.com/api?_wadl	http://info.appdirect.com/developers/docs/api_integration/api_overview	developer@appdirect.com	Cloud	REST 		OAuth, OpenID
Appsee	http://www.appsee.com	https://api.appsee.com	http://www.appsee.com/docs	contact@appsee.com	Mobile	REST 		API Key
AppSurfer	http://www.appsurfer.com/	https://api.appsurfer.com/v1	http://www.appsurfer.com/api	api@rainingclouds.com	Backend	REST 		API Key
aql	http://aql.com	 http://gw1.aql.com/soap/sendservice.php?WSDL	http://www.aql.com/developers/	http://www.aql.com/contact/	Messaging	SMPP 		API Key
Archivme	http://www.archivme.com/us	http://plist.api.seedhack.archivme.com	http://developer.archivme.net/	fabien@archivme.com	Financial	REST 		Basic Authentication, API Token
ARIN Reg-RWS	https://www.arin.net/	https://reg.arin.net/rest/	https://www.arin.net/resources/restful-interfaces.html	hostmaster@arin.net	Domains	REST 		API Key
Arrayent	http://www.arrayent.com/	https://api2.arrayent.com:8081/zdk/services/zamapi/	http://developer.arrayent.com/cloud/ws/api.php	info@arrayent.com	Tools	XML 		HTTP Basic Auth, Token
Arts Holland	http://artsholland.com	http://api.artsholland.com/rest/	http://dev.artsholland.com/api/	 info@artsholland.com	Travel	REST 		API Key
Asana	http://www.asana.com/	https://app.asana.com/api/1.0/	http://developer.asana.com/documentation/	support@asana.com, api-support@asana.com	Project Management	REST 		API Key
atama	http://www.atama.io	 http://cloud.atama.io/1.0/	http://atama.io/api.html	info@atama.io	Tools	REST 		OAuth
Athlinks	http://athlinks.com/	http://api.athlinks.com/	http://api.athlinks.com/	developer@athlinks.com	Sports	REST 		API key
Atomic Mass Email Service	http://www.massmailsoftware.com/	http://atompark.com/api/email/3.0	http://www.massmailsoftware.com/emailservice/api/	tech@atompark.com	Email	REST 		API Key
AudioBox.fm	http://icorete.ch	https://audiobox.fm/api/v1	http://audiobox.fm/apidocs	claudio@audiobox.fm	Music	REST 		Basic Authentication over SSL, OAuth2, Auth Token
Auphonic	http://auphonic.com/	https://auphonic.com/api/	https://auphonic.com/api-docs/index.html	info@auphonic.com	Tools	REST 		HTTP Basic Authentication, OAuth 2
Australia Post	http://auspost.com.au	https://api.auspost.com.au	https://auspost.com.au/devcentre/assets/pdfs/pac-pcs-technical-specification.pdf	info@auspost.com.au	Shipping	REST 		OAuth
Australia Post SecurePay	http://www.securepay.com.au/	https://api.securepay.com.au/xmlapi/	https://auspost.com.au/devcentre/assets/pdfs/pac-pcs-technical-specification.pdf	info@auspost.com.au	Payments	REST 		HTTP Basic Authentication
Autodesk BIM360 Glue	http://www.autodesk.com/	http://bim360.autodesk.com/api/	http://b4.autodesk.com/api/doc/index.shtml	info@autodesk.com	Design	REST 		API Key
Avatarion Portrait3D	http://avatarion.com	https://avatarion-portrait3d.p.mashape.com/create/	http://avatarion.com/portrait3d/	support@avatarion.com	Photos	REST 		API Key
Avatars.io	http://getchute.com/	http://avatars.io/	http://avatars.io/	hello@getchute.com	Tools	REST 		OAuth
AVIN	http://avin.cc	http://api.avin.cc/rest/v1.0/	http://www.avin.cc/	info@avin.cc	Food	REST 		API Key
awe.sm	http://totally.awe.sm/	http://api.awe.sm/	http://developers.awe.sm/	developers@awe.sm	Social	REST 		API Key
AzonMobile QR Code	http://azonmobile.com	https://azonmobile.com/xml_server.php	http://azonmobile.com/en/help/API	sales@azonmobile.com	Advertising	HTTP 		API Key
Baconfile	http://baconfile.com	http://baconfile.com/	http://baconfile.com/api/	bacon@baconfile.com	Storage	REST 		HTTP Basic Auth
Balboa Park Commons	http://www.balboapark.org/bpoc	http://www.balboaparkcommons.org/pages/thisapi	How to use the BPOC Commons	bpoc@bpoc.org	Museums	REST 		Other/Custom, No authentication required
Baltimore Open311	http://311.baltimorecity.gov/	http://311.baltimorecity.gov/open311/v2/	http://wiki.open311.org/GeoReport_v2/Servers	baltimore311@baltimorecity.gov	Government	REST 		API Key
BambooHR	http://www.bamboohr.com/	https://api.bamboohr.com/api/gateway.php/	http://www.bamboohr.com/api/documentation/	support@bamboohr.com	Enterprise	REST 		API Key
Bandpage	https://www.bandpage.com/	https://api-read.bandpage.com/	https://developers.bandpage.com/docs	api@bandpage.com	Music	REST 		OAuth2 access token
Bandsintown	http://www.bandsintown.com	http://api.bandsintown.com/	http://www.bandsintown.com/api/overview	biz@bandsintown.com	Music	XML 		App ID, Basic app ID
Bank Account Checker	http://www.bankaccountchecker.com/	http://www.bankaccountchecker.com/listener.php	https://www.bankaccountchecker.com/	al@bankaccountchecker.com	Financial	REST 		API Key, User Password
BayWeb Cloud-EMS	http://www.bayweb.com/	http://api.bayweb.com/v2/	http://www.bayweb.com/commercial/cloud-ems/	support@bayweb.com	Tools	REST 		API Key
BBAW G2L	http://pdr.bbaw.de/	http://pdr.bbaw.de/pdrws/g2l?	http://pdr.bbaw.de/pdrws/g2l?doc=api	bbaw@bbaw.de	Reference	REST 		Public
BBAW ISO-Date	http://www.bbaw.de/	http://pdrdev.bbaw.de/pdrws/dates?text=	http://www.bbaw.de/bbaw/HelpSys/menu?tree-e=eJyLLWTUCOUIybUsjQq0tS1kCuWMyi9IVfBI...	bbaw@bbaw.de	Reference	REST 		Public
BBAW Places	http://pdr.bbaw.de/	http://pdr.bbaw.de/pdrws/places?text=	http://www.bbaw.de/bbaw/HelpSys/menu?tree-e=eJyLLWTUCOUIybUsjQq0tS1kCuWMyi9IVfBI...	bbaw@bbaw.de	Reference	REST 		Public
Beats Music	https://www.beatsmusic.com/	https://partner.api.beatsmusic.com/v1/	https://developer.beatsmusic.com/docs	hi@beatsmusic.com	Music	REST 		HTTP Basic Authentication over SSL
Bebo	http://www.bebo.com	http://apps.bebo.com	http://developer.bebo.com/	http://www.bebo.com/ContactUs.jsp	Social	REST 		API Key
Beebotte	http://beebotte.com/	api.beebotte.com	http://beebotte.com/api	contact@beebotte.com	Backend	XMPP 		Shared secret access key
Beeminder	https://www.beeminder.com	https://www.beeminder.com/api/v1/	https://www.beeminder.com/api	support@beeminder.com	Goals	REST 		API Token
Been Plated	http://www.been-plated.com/	http://www.been-plated.com/component/	http://www.been-plated.com/developers	admin@been-plated.com	Forums	HTTP 		API Key
Beintoo	http://www.beintoo.com/home.html	https://api.beintoo.com/api/rest/	http://documentation.beintoo.com/home/api-docs	info@beintoo.com	Tools	REST 		API Key
BellaDati	http://www.belladati.com/	https://service.belladati.com/api	http://support.belladati.com/techdoc/Developer+Tools	support@belladati.com	Tools	REST 		OAuth
Best Buy Commerce	Best Buy	developer.bestbuy.com	https://developer.bestbuy.com/apis	developer@bestbuy.com	eCommerce	Unspecified 		Unspecified
Best Buy Products	https://developer.bestbuy.com	http://api.remix.bestbuy.com/v1/products	https://developer.bestbuy.com/documentation/products-api	developer@bestbuy.com	eCommerce	XML 	http://www.apihub.com/bbyopen/api/bbyopen-products-api?utm_source=Programmablewe...	API Key, API Key
Best Buy Stores	Best Buy	http://api.remix.bestbuy.com/v1/stores	https://developer.bestbuy.com/documentation	developer@bestbuy.com	eCommerce	REST 		API Key
Betaface	http://www.betaface.com/	http://www.betafaceapi.com/service.svc	http://www.betafaceapi.com	info@betaface.com	Photos	XML 		API Key, API Key
Betfair Games	http://www.betfair.com/	https://api.games.betfair.com/rest/v1	http://bdp.betfair.com/index.php?option=com_content&amp;task=view&amp;id=43&amp;Itemid=81	info@betfair.com	Games	REST 		username and password
Betwext Broadcast	http://betwext.com	http://api.broadcast.betwext.com/	http://betwext.com/api/broadcast	info@betwext.com	Messaging	REST 		HTTP Basic Auth, API Key and API Token
Betwext Remind	http://betwext.com	http://api.remind.betwext.com/	http://betwext.com/api/remind	info@betwext.com	Messaging	REST 		HTTP Basic Auth, API Key and API Token
BibServer	http://openbiblio.net/	http://bibsoup.net/collection/	http://bibserver.readthedocs.org/en/latest/	openbiblio-dev@lists.okfn.org	Reference	REST 		API Key
Big Article Scraper	http://www.bigimtoolbox.com/	http://app.bigarticlecraper.com/api/	Big Article Scraper API Documentation	support@bigimtoolbox.com	SEO	REST 		API Key, HTTP Basic Auth
Big Media Scraper	http://www.bigimtoolbox.com/	http://app.bigmediascraper.com/api/	http://www.bigimtoolbox.com/apidocs/big-media-scraper-api	support@bigimtoolbox.com	Media	REST 		API Key, HTTP Basic Auth
BigStock	http://www.bigstockphoto.com/	http://api.bigstockphoto.com/2/	https://www.bigstockphoto.com/partners/	api@bigstock.com	Photos	REST 		HTTPS
Bikko	http://www.bikko.net/	http://bikko.net/route/	http://bikko.net/events/6/details	http://www.bikko.net/about	Sports	REST 		Public
Bililite	http://bililite.com/	http://bililite.com/webservices/	http://bililite.com/webservices/	d.wachss@prodigy.net	Medical	REST 		Public
Billogram	http://www.billogram.com	https://api.billogram.com	https://express.billogram.com/developers/	hej@billogram.com	Financial	REST 		HTTP Basic Authentication
Bim.im	http://bim.im	http://bim.im/api.php?f=[function]	http://bim.im/page/API/	contact@bim.im	Tools	REST 		API Key, User Password
bimsync	http://www.bimsync.com	https://api.bimsync.com/1.0/	https://bimsync.com/developers/reference/api/1.0	support@bimsync.com	File Sharing	REST 		OAuth
Binary Canary	http://binarycanary.com	https://binarycanary.com/api/	https://binarycanary.com/api-doc/	support@binarycanary.com	Networking	REST 		API Key
BinaryBeast	http://binarybeast.com/	https://binarybeast.com/api	https://binarybeast.com/api	contact@binarybeast.com	Games	HTTP 		API Key
BioBricks Public Agreement	http://biobricks.org	https://biobricks.org/api/contributions	https://biobricks.org/bpa/developers/	contact@biobricks.org	Science	REST 		API Key
BioCyc	http://biocyc.org/	http://websvc.biocyc.org/getxml?	http://ecocyc.org/web-services.shtml	biocyc-support@ai.sri.com	Science	REST 		Public
BioDOM	http://bibiserv.techfak.uni-bielefeld.de/	http://bibiwsserv.techfak.uni-bielefeld.de/biodomws/axis/AlignmentML	http://bibiserv.techfak.uni-bielefeld.de/biodomws/webservice.html	bibi-help@techfak.uni-bielefeld.de	Science	SOAP 		None
BioLabeler	http://www.biolabeler.com	http://www.biolabeler.com/bioLabeler/rest	http://www.biolabeler.com/bioLabeler/	contact@biolabeler.com	Medical	REST 		None
BiologicalNetworks	http://www.biologicalnetworks.net	http://biologicalnetworks.net/	http://biologicalnetworks.net/doc/api.php	http://biologicalnetworks.net/bug/index.php	Science	XML 		None
BioMed Central	http://www.biomedcentral.com/	http://www.biomedcentral.com/about/api	BioMed Central API	 info@biomedcentral.com	Publishing	REST 		HTTP Basic Auth
Biosemantics JANE	http://www.biosemantics.org	http://biosemantics.org/jane/index.php?	http://www.biosemantics.org/jane/JANE%20API%20description.pdf	m.schuemie@erasmusmc.nl	Reference	SOAP 		public
bipio	http://www.cloudspark.com.au/	https://api.bip.io/rest/	https://bip.io/docs	https://bip.io/contact-us	Feeds	REST 		HTTP Basic Auth over SSL, API Key
Bit-Pay	https://bit-pay.com/home.html	https://bit-pay.com:8443	https://bitpay.com/bitcoin-payment-gateway-api	info@bit-pay.com 	Financial	REST 		Basic Authentication over SSL
Bitcasa	http://bitcasa.com/	https://developer.api.bitcasa.com/v1/	https://developer.bitcasa.com/	bizdev@bitcasa.com	Storage	REST 		API Key
Bitcasa CloudFS	Bitcasa	server.example.com	Bitcasa CloudFS APIs	platform@bitcasa.com	Storage	REST 		Other/Custom
Bitcoin Payflow	http://bitcoinpayflow.com/	https://www.bitcoinpayflow.com	http://bitcoinpayflow.com/	support@bitcoinpayflow.com	Payments	REST 		Unique address token
Bitcointy	https://www.mashape.com/pablo-merino/bitcointy	https://community-bitcointy.p.mashape.com/convert/{amount}/{currency}    	Bitcointy	 pablo@pmerino.me	Bitcoin	JSON 		API Key
BiteHunter	http://www.bitehunter.com/	http://api.bitehunter.com/v1.0/	http://www.bitehunter.com/api	api@bitehunter.com	eCommerce	HTTP 		API Key
BitInstant	https://www.bitinstant.com/	https://www.bitinstant.com/api/json/$Method	https://www.bitinstant.com/api	info@bitinstant.com	Financial	REST 		Basic Authentication over SSL
BitMinter	https://bitminter.com/	https://bitminter.com/api/pool/	https://bitminter.com/api	https://bitminter.com/contact	Financial	REST 		Public
Black Book Online	http://www.blackbookonline.info/	http://www.blackbookonline.info/api	http://www.blackbookonline.info/api.aspx	http://www.blackbookonline.info/contact.aspx	Government	REST 		API Key
Blast Ramp	http://www.blastramp.com/	http://www.ioperate.net/master/	http://secure.blastramp.com/sysint/	techsupport@chrome52.com	eCommerce	SOAP 		HTTP Basic Authentication
BlazeMeter	http://blazemeter.com/	http://a.blazemeter.com/api/rest/blazemeter/	http://community.blazemeter.com/knowledgebase/articles/69998-api-getting-started	info@blazemeter.com	Cloud	REST 		API Key
BlinkMap	https://www.blinknetwork.com/	http://api.blinknetwork.com/map/v1/	http://www.blinknetwork.com/developer.html	support@blinknetwork.com	Transportation	REST 		API Key
Blipfoto	http://blipfoto.com/	http://api.blipfoto.com/	http://api.blipfoto.com/	http://blipfoto.com/help/contact	Photos	REST 		Authentication token, API key
BlockCypher	http://www.blockcypher.com/	https://api.blockcypher.com/v1/btc/main	BlockCypher APIs	founders@blockcypher.com	Bitcoin	REST 		Token
Blocksi	http://www.block.si/	http://api.block.si	http://www.block.si/	support@block.si	Tools	REST 		API Key
BlogCatalog	http://www.blogcatalog.com	http://api.blogcatalog.com/	http://www.blogcatalog.com/api/	webmaster@blogcatalog.com	Search	REST 		API Key
BlogSpam.net	http://blogspam.net	http://test.blogspam.net:8888/	http://blogspam.net/api/	contact@blogspam.net	Security	XML 		None
BlueFolder	http://bluefolder.com	https://app.bluefolder.com	http://app.bluefolder.com/api/1.0/docs/	support@bluefolder.com	Enterprise	REST 		HTTP Basic Auth
BlueTarp Authorization	https://bluetarp.com/index	https://integration.bluetarp.com/auth/	https://bluetarp.com/developer/api	api-support@bluetarp.com	Payments	REST 		HTTP Basic Authentication over TLS/SSL
Bluevia Location	https://bluevia.com	https://api.bluevia.com/services/REST/Location/	http://labs.bluevia.com/en/page/tech.APIs.LocationAPI	support@bluevia.com	Telephony	REST 		API Key, OAuth
Bluevia Mobile Payment	http://www.bluevia.com	https://api.bluevia.com/services/RPC/Payment/payment 	http://labs.bluevia.com/en/page/tech.APIs.PaymentAPI	support@bluevia.com	Payments	REST 		OAuth, API Key
Bookleteer	http://bookleteer.com/	http://bookleteer.com/api/	http://bookleteer.com/blog/faq/	bookleteer@bookleteer.com	Entertainment	REST 		API Key
Bookshare	http://www.bookshare.org/	https://api.bookshare.org	http://developer.bookshare.org/	partner-support@bookshare.org	Reference	REST 		API Key
Boom test uitgevers	http://www.boomtestuitgevers.nl/	https://account.boomtestuitgevers.nl/	https://account.boomtestuitgevers.nl/api.html	thijs@fngtps.com	Education	REST 		HTTP Basic Authentication
Bootic	http://www.bootic.com	http://www.bootic.com/cgi-bin/api/	http://www.bootic.com/cgi-bin/api/help#Bootic-API-interface	iskra@bootic.com	eCommerce	REST 		Auth Token
BOP Enterprise Bitcoin Server	http://www.bitsofproof.com	http://merchant.bitsofproof.com/mbs/1/	http://bitsofproof.com:8082/display/BOP/API	press@bitsofproof.com	Enterprise	REST 		HTTP Basic Authentication over SSL, API Key
BotDefender	http://www.lokad.com	https://bdapi.lokad.com/	http://www.lokad.com/botdefender-anti-scraping-software-for-commerce	contact@lokad.com	Security	REST 		HTTP Basic Authentication over SSL
Bountii Price Search	http://bountii.com	http://bountii.com/api.php	https://bountii.com/apidocs.php	info@bountii.com	eCommerce	REST 		HTTP GET
Box Metadata	https://www.box.com/	https://www.box.com/	http://developers.box.com/metadata-api/	developers@box.net	Metadata	HTTP 		Unspecified
BoxBilling	http://www.boxbilling.com/	http://www.yourdomain.com/api	http://www.boxbilling.com/docs/api.html	info@boxbilling.com	Financial	REST 		Basic Authentication over HTTP
Boxcar	http://boxcar.io	http://boxcar.io/help/api/providers	http://boxcar.io/help/api/providers	info@boxcar.io	Social	REST 		API Key, API URL, email address of Boxcar users
Breezy	https://www.breezy.com/	api.breezy.com	http://www.breezy.com/developers/	dev@breezy.com	Tools	REST 		oAuth2
